1	0.0029411765	0.0029411765	0.0029411765	0.008295386
11	0.04411765	0.04411765	0.004010695	0.06890465
21	0.073529415	0.073529415	0.0035014006	0.11751209
31	0.1	0.1	0.0032258064	0.16015391
41	0.11764706	0.11764706	0.0028694405	0.19884218
51	0.1382353	0.1382353	0.002710496	0.2338946
61	0.15294118	0.15294118	0.0025072324	0.26689965
71	0.17352942	0.17352942	0.0024440761	0.29690424
81	0.18529412	0.18529412	0.0022875818	0.32380247
91	0.1882353	0.1882353	0.0020685198	0.3489004
101	0.20294118	0.20294118	0.0020093187	0.37149212
111	0.21176471	0.21176471	0.0019077902	0.3933072
121	0.21470588	0.21470588	0.0017744288	0.41363972
131	0.21470588	0.21470588	0.0016389762	0.43287796
141	0.21764706	0.21764706	0.0015435962	0.45045713
151	0.22352941	0.22352941	0.0014803272	0.467295
161	0.22352941	0.22352941	0.0013883815	0.4819796
171	0.22647059	0.22647059	0.0013243894	0.4963112
181	0.22647059	0.22647059	0.0012512187	0.5099721
191	0.22647059	0.22647059	0.0011857098	0.5227152
201	0.22647059	0.22647059	0.0011267193	0.53464645
211	0.22941177	0.22941177	0.0010872595	0.5460835
221	0.22941177	0.22941177	0.0010380623	0.5568499
231	0.23235294	0.23235294	0.0010058569	0.5677927
241	0.23529412	0.23529412	9.7632414E-4	0.57820606
251	0.2382353	0.2382353	9.491446E-4	0.5880194
261	0.24411765	0.24411765	9.3531667E-4	0.5976914
271	0.24411765	0.24411765	9.0080313E-4	0.6067281
281	0.24411765	0.24411765	8.687461E-4	0.61558825
291	0.24705882	0.24705882	8.489994E-4	0.62441313
301	0.24705882	0.24705882	8.2079344E-4	0.63334394
