1	0.0029411765	0.0029411765	0.0029411765	0.010751923
11	0.026470589	0.026470589	0.0024064172	0.10057676
21	0.047058824	0.047058824	0.0022408965	0.17341925
31	0.064705886	0.064705886	0.0020872864	0.23408572
41	0.07647059	0.07647059	0.0018651363	0.28599402
51	0.08235294	0.08235294	0.0016147635	0.33145827
61	0.10882353	0.10882353	0.0017839923	0.37122613
71	0.11764706	0.11764706	0.0016570009	0.40811023
81	0.14411765	0.14411765	0.0017792302	0.4420393
91	0.15588236	0.15588236	0.0017129929	0.4714825
101	0.15882353	0.15882353	0.0015725102	0.50032043
111	0.16470589	0.16470589	0.0014838368	0.5264882
121	0.17058824	0.17058824	0.0014098202	0.5500926
131	0.1764706	0.1764706	0.0013471037	0.57173884
141	0.1882353	0.1882353	0.0013350021	0.59164053
151	0.19117647	0.19117647	0.0012660694	0.6094062
161	0.19705883	0.19705883	0.0012239679	0.62596124
171	0.2	0.2	0.0011695906	0.6414127
181	0.20588236	0.20588236	0.0011374715	0.65540445
191	0.20882353	0.20882353	0.0010933169	0.6695742
201	0.21176471	0.21176471	0.0010535558	0.6828183
211	0.21470588	0.21470588	0.0010175634	0.69524354
221	0.21764706	0.21764706	9.848283E-4	0.7069923
231	0.21764706	0.21764706	9.4219507E-4	0.71859866
241	0.21764706	0.21764706	9.0309983E-4	0.7288878
251	0.21764706	0.21764706	8.6711976E-4	0.7391413
261	0.22058824	0.22058824	8.4516563E-4	0.74932355
271	0.22058824	0.22058824	8.139787E-4	0.7592566
281	0.22058824	0.22058824	7.850115E-4	0.76844203
291	0.22058824	0.22058824	7.5803517E-4	0.7770934
301	0.22058824	0.22058824	7.328513E-4	0.78506833
