210	474.50297168697895519406
230	468.50227384203770087734
250	457.28560822434091282314
270	453.10607722601996558955
290	451.67942956635872724291
310	444.92064649004056390666
330	444.99581727907396185495
350	443.28723620433313417891
370	442.35723817552924079937
390	435.86693669061609817583
410	437.61754617365043426166
430	437.10667546770116234591
450	436.06041143835361242775
470	433.38923798597849844132
490	438.00146794915330880962
510	431.83750259998668181786
530	431.40874138726091510119
550	441.28528301211780918561
570	432.43415839565564698299
590	437.25808919220389678374
610	435.19100279163891495046
630	437.96017745986573667576
650	435.25445931667025252840
670	441.29176147863193690375
690	442.18788070148198571460
710	440.97599466613010424657
730	447.65942754672906061219
750	445.79221345751630463906
770	444.45505305000833649220
790	449.01297402160727280408
810	442.03497149387116312122
830	452.11685075438848026284
850	452.40431240912242956751
870	449.56240312420375004631
890	450.66700595035300734814
910	455.00482860770602003584
930	455.63605935320945929209
950	459.68446404968627442932
970	453.89252983621255439320
990	461.38668632072213257252
