1	0.005007808	0.005007808	0.005007808	0.010891921
11	0.031218985	0.031218985	0.0028380896	0.09940676
21	0.052420616	0.052420616	0.0024962197	0.17011271
31	0.07068281	0.07068281	0.0022800905	0.22991493
41	0.09070189	0.09070189	0.002212241	0.2814024
51	0.10336369	0.10336369	0.002026739	0.32655478
61	0.120444216	0.120444216	0.0019744954	0.36579233
71	0.1331069	0.1331069	0.0018747449	0.40189615
81	0.14694344	0.14694344	0.0018141165	0.43493715
91	0.15577479	0.15577479	0.0017118107	0.46513194
101	0.16166493	0.16166493	0.001600643	0.49311367
111	0.16755421	0.16755421	0.0015094975	0.51907
121	0.17255944	0.17255944	0.0014261111	0.542849
131	0.17786136	0.17786136	0.0013577205	0.5654336
141	0.18345653	0.18345653	0.0013011103	0.5861795
151	0.18640378	0.18640378	0.0012344623	0.6053106
161	0.18993756	0.18993756	0.0011797362	0.6228446
171	0.19170485	0.19170485	0.0011210811	0.6386382
181	0.1940604	0.1940604	0.0010721569	0.65366
191	0.19671004	0.19671004	0.0010298955	0.66791934
201	0.19877148	0.19877148	9.889128E-4	0.6811823
211	0.20200936	0.20200936	9.573904E-4	0.69388205
221	0.2046599	0.2046599	9.2606293E-4	0.7054321
231	0.20878191	0.20878191	9.038177E-4	0.7164801
241	0.2096651	0.2096651	8.6997973E-4	0.7275344
251	0.21172829	0.21172829	8.435389E-4	0.7378231
261	0.21378884	0.21378884	8.191142E-4	0.7477846
271	0.21555614	0.21555614	7.9541E-4	0.7575158
281	0.21761756	0.21761756	7.744398E-4	0.76648176
291	0.21879575	0.21879575	7.5187546E-4	0.77512133
301	0.22026893	0.22026893	7.3179055E-4	0.7833067
