#doc name topic proportion ...
0	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/1927	17	0.7171641791044776	16	0.2694029850746269	19	7.462686567164179E-4	18	7.462686567164179E-4	15	7.462686567164179E-4	14	7.462686567164179E-4	13	7.462686567164179E-4	12	7.462686567164179E-4	11	7.462686567164179E-4	10	7.462686567164179E-4	9	7.462686567164179E-4	8	7.462686567164179E-4	7	7.462686567164179E-4	6	7.462686567164179E-4	5	7.462686567164179E-4	4	7.462686567164179E-4	3	7.462686567164179E-4	2	7.462686567164179E-4	1	7.462686567164179E-4	0	7.462686567164179E-4	
1	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/484	17	0.35000000000000003	0	0.35000000000000003	19	0.016666666666666666	18	0.016666666666666666	16	0.016666666666666666	15	0.016666666666666666	14	0.016666666666666666	13	0.016666666666666666	12	0.016666666666666666	11	0.016666666666666666	10	0.016666666666666666	9	0.016666666666666666	8	0.016666666666666666	7	0.016666666666666666	6	0.016666666666666666	5	0.016666666666666666	4	0.016666666666666666	3	0.016666666666666666	2	0.016666666666666666	1	0.016666666666666666	
2	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/492	16	0.35000000000000003	4	0.35000000000000003	19	0.016666666666666666	18	0.016666666666666666	17	0.016666666666666666	15	0.016666666666666666	14	0.016666666666666666	13	0.016666666666666666	12	0.016666666666666666	11	0.016666666666666666	10	0.016666666666666666	9	0.016666666666666666	8	0.016666666666666666	7	0.016666666666666666	6	0.016666666666666666	5	0.016666666666666666	3	0.016666666666666666	2	0.016666666666666666	1	0.016666666666666666	0	0.016666666666666666	
3	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/650	9	0.35000000000000003	7	0.35000000000000003	19	0.016666666666666666	18	0.016666666666666666	17	0.016666666666666666	16	0.016666666666666666	15	0.016666666666666666	14	0.016666666666666666	13	0.016666666666666666	12	0.016666666666666666	11	0.016666666666666666	10	0.016666666666666666	8	0.016666666666666666	6	0.016666666666666666	5	0.016666666666666666	4	0.016666666666666666	3	0.016666666666666666	2	0.016666666666666666	1	0.016666666666666666	0	0.016666666666666666	
4	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/1440	4	0.9568181818181819	19	0.002272727272727273	18	0.002272727272727273	17	0.002272727272727273	16	0.002272727272727273	15	0.002272727272727273	14	0.002272727272727273	13	0.002272727272727273	12	0.002272727272727273	11	0.002272727272727273	10	0.002272727272727273	9	0.002272727272727273	8	0.002272727272727273	7	0.002272727272727273	6	0.002272727272727273	5	0.002272727272727273	3	0.002272727272727273	2	0.002272727272727273	1	0.002272727272727273	0	0.002272727272727273	
5	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/208	6	0.9879746835443037	19	6.329113924050633E-4	18	6.329113924050633E-4	17	6.329113924050633E-4	16	6.329113924050633E-4	15	6.329113924050633E-4	14	6.329113924050633E-4	13	6.329113924050633E-4	12	6.329113924050633E-4	11	6.329113924050633E-4	10	6.329113924050633E-4	9	6.329113924050633E-4	8	6.329113924050633E-4	7	6.329113924050633E-4	5	6.329113924050633E-4	4	6.329113924050633E-4	3	6.329113924050633E-4	2	6.329113924050633E-4	1	6.329113924050633E-4	0	6.329113924050633E-4	
6	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/1968	16	0.35000000000000003	4	0.35000000000000003	19	0.016666666666666666	18	0.016666666666666666	17	0.016666666666666666	15	0.016666666666666666	14	0.016666666666666666	13	0.016666666666666666	12	0.016666666666666666	11	0.016666666666666666	10	0.016666666666666666	9	0.016666666666666666	8	0.016666666666666666	7	0.016666666666666666	6	0.016666666666666666	5	0.016666666666666666	3	0.016666666666666666	2	0.016666666666666666	1	0.016666666666666666	0	0.016666666666666666	
7	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/1030	15	0.940625	19	0.003125	18	0.003125	17	0.003125	16	0.003125	14	0.003125	13	0.003125	12	0.003125	11	0.003125	10	0.003125	9	0.003125	8	0.003125	7	0.003125	6	0.003125	5	0.003125	4	0.003125	3	0.003125	2	0.003125	1	0.003125	0	0.003125	
8	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/1114	18	0.35000000000000003	15	0.35000000000000003	19	0.016666666666666666	17	0.016666666666666666	16	0.016666666666666666	14	0.016666666666666666	13	0.016666666666666666	12	0.016666666666666666	11	0.016666666666666666	10	0.016666666666666666	9	0.016666666666666666	8	0.016666666666666666	7	0.016666666666666666	6	0.016666666666666666	5	0.016666666666666666	4	0.016666666666666666	3	0.016666666666666666	2	0.016666666666666666	1	0.016666666666666666	0	0.016666666666666666	
9	file:/home/wst/GitRepo/eclipse_workspace/mallet/mallet-2.0.7/scripts/../data/douban/483	9	0.35000000000000003	6	0.35000000000000003	19	0.016666666666666666	18	0.016666666666666666	17	0.016666666666666666	16	0.016666666666666666	15	0.016666666666666666	14	0.016666666666666666	13	0.016666666666666666	12	0.016666666666666666	11	0.016666666666666666	10	0.016666666666666666	8	0.016666666666666666	7	0.016666666666666666	5	0.016666666666666666	4	0.016666666666666666	3	0.016666666666666666	2	0.016666666666666666	1	0.016666666666666666	0	0.016666666666666666	
