50	819.35454081690679226083
60	767.76675602454883063332
70	729.14751022152842716768
80	693.66088109804684144655
90	680.98955066422748244434
100	658.49731693859436219041
110	646.42307513034134017615
120	629.05449380516701048112
130	614.19082608807055244491
140	620.33222195302294622908
150	604.64327657635016362193
160	599.83592978882449114609
170	587.36379673918711887236
180	595.06203391098730995826
190	587.19030739728535624499
200	585.77894401039690044935
210	577.99063674475051023151
220	581.25743316716141761420
230	582.21314138330018191767
240	582.54563645414761855140
250	574.30418640979231868802
260	575.74173896110231573934
270	572.68282996864885257232
280	569.92960575622605723629
290	565.83998184077215331321
300	569.51596088914282881852
310	570.97838331894189555889
320	570.75800051877995684919
330	566.91046536997479252817
340	570.94082301326221011766
350	574.40226449158539942859
360	571.96275064271736425201
370	582.11899581216832966792
380	571.70442403109205474484
390	574.37190047867974406935
400	577.47201705435992155577
400	569.25471927566318445573
410	572.14976818574489299243
420	577.02443134941968851062
430	582.19135984119499477312
440	573.36230707334544009580
450	574.67736838804906269802
460	582.31402977368593034195
470	587.97430091075958493152
480	580.47778670567821611417
490	589.99936550357933461789
500	585.32076240676068459687
