10	12.44846554233495324896
20	7.71453704443733932335
30	5.39158157518683469294
40	4.73397235392147607955
50	4.47677207443633518461
60	4.03280765974060834733
70	4.08784554375606104087
80	3.99796008188709997371
90	4.08861367898190245661
100	3.90099732803443517333
110	3.84272165886649293991
120	3.79654250866159912524
130	3.93151647967406244601
140	3.78570016576358274691
150	3.95913419154168602700
160	3.84212201243004682871
170	3.86379249796935381906
180	4.07353909213591903778
190	3.87452221263465364409
200	3.90314546133731499174
210	3.88112548862262397064
220	3.98519926784949649747
230	3.95367464050653844967
240	4.10997062117229268379
250	3.98181559063208771754
260	3.94366520827878376573
270	3.90721769291756627270
280	3.98435232878075167787
290	4.07724388563765937149
300	3.99451949598316499365
310	4.19624311701263127397
320	4.10861328769772967553
330	4.02492952399852762096
340	4.01425257136586187379
350	4.06786546052963706540
360	4.12369526495748660080
370	4.35013066910711377773
380	4.08302812359403919030
390	4.20182702198979503260
400	4.10504030147215302152
410	4.23762297746289277520
420	4.19729912136785273655
430	4.30025703938169418072
440	4.41430745103287575672
450	4.38005344192801574701
460	4.08891729728633965302
470	4.29755512740724035635
480	4.15232365407663005702
490	4.25558268500678642128
500	4.24608649274935916857
